title,identifier,series,control_symbol,digitised_status,digitised_pages,access_status,access_decision_reasons,location,retrieved,contents_date_str,contents_start_date,contents_end_date,access_decision_date_str,access_decision_date,reasons
BONIN Orazio - Queensland naturalization inquiry,888287,D1915,SA3424,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:10:18.358106+11:00,1932 - 1950,1932,1950,05 Feb 1993,1993-02-05,['33(1)(g)']
CICCARELLO Giuseppe - naturalisation,888364,D1915,SA4060,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:19.407711+11:00,1940 - 1955,1940,1955,10 Feb 1993,1993-02-10,['33(1)(e)(ii)']
KREBBERS Frederic Joseph - naturalisation,888392,D1915,SA4126,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:10:20.507666+11:00,1935 - 1941,1935,1941,10 Feb 1993,1993-02-10,['33(1)(g)']
MAYR Peter - naturalization,888402,D1915,SA3442,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:21.600595+11:00,1940 - 1948,1940,1948,05 Feb 1993,1993-02-05,['33(1)(e)(ii)']
PISANI Vincenzo,888433,D1915,SA3443,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:22.598891+11:00,1940 - 1955,1940,1955,05 Feb 1993,1993-02-05,['33(1)(e)(ii)']
PETRUZZELLI Giovanni - naturalization,888437,D1915,SA4255,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:10:23.714047+11:00,1942 - 1948,1942,1948,10 Feb 1993,1993-02-10,['33(1)(g)']
CIRCOSTA Ilano - naturalization,888444,D1915,SA4262,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:24.719464+11:00,1942 - 1951,1942,1951,10 Feb 1993,1993-02-10,['33(1)(e)(ii)']
CAPUTO Oronzo - naturalization re national status of wife Antonia CAPUTO,888559,D1915,SA4741,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:10:25.792308+11:00,1929 - 1941,1929,1941,16 Feb 1993,1993-02-16,['33(1)(g)']
DE TERLIZZI Sergio,888599,D1915,SA5108,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Canberra,2022-01-01T14:10:27.229496+11:00,1940 - 1946,1940,1946,26 Feb 1993,1993-02-26,"['33(1)(e)(ii)', '33(1)(g)']"
ROSITANO Diego - admission of brother - naturalization,888602,D1915,SA5137,False,0,Closed,"['33(1)(e)(ii)', '33(1)(g)']",Canberra,2022-01-01T14:10:28.222807+11:00,1940 - 1952,1940,1952,26 Feb 1993,1993-02-26,"['33(1)(e)(ii)', '33(1)(g)']"
NAPOLI Domenico - enquiry re by Immigration,888610,D1915,SA5197,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:29.209916+11:00,1941 - 1952,1941,1952,26 Feb 1993,1993-02-26,['33(1)(e)(ii)']
"Murray, Arthur Victor",888883,B26,MX80421 PART 1,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T14:10:30.271036+11:00,1942 - 1992,1942,1992,20 May 1996,1996-05-20,['33(1)(g)']
BONETTI Constantino,889045,D1915,SA6192,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:10:31.364368+11:00,1940 - 1945,1940,1945,02 Mar 1993,1993-03-02,['33(1)(g)']
GAGLIARDI Guiseppe,889049,D1915,SA6193,False,0,Closed,['33(1)(d)'],Canberra,2022-01-01T14:10:32.382245+11:00,1941 - 1951,1941,1951,02 Mar 1993,1993-03-02,['33(1)(d)']
ALTAMURA Diego - naturalisation and admission of wife,889057,D1915,SA5613,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:33.406734+11:00,1938 - 1952,1938,1952,26 Feb 1993,1993-02-26,['33(1)(e)(ii)']
THIERSCH Johannes Bernhard,889125,D1915,SA9589,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:34.396194+11:00,1939 - 1950,1939,1950,10 Mar 1993,1993-03-10,['33(1)(e)(ii)']
PAL Andrew William - application for naturalization,889138,D1915,SA10617,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:10:35.438173+11:00,1943 - 1945,1943,1945,15 Mar 1993,1993-03-15,['33(1)(g)']
ZECCA Lorenzo - application for naturalization,889143,D1915,SA10663,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:36.391218+11:00,1940 - 1950,1940,1950,15 Mar 1993,1993-03-15,['33(1)(e)(ii)']
Von Der BORCH Rudolph Lugfud Alhard - Air Force dependant allowance,889163,D1915,SA9739,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:40.863831+11:00,1939 - 1946,1939,1946,10 Mar 1993,1993-03-10,['33(1)(e)(ii)']
DOHLING Walter - engagement regarding naturalisation,889206,D1915,SA10843,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:41.874992+11:00,1939 - 1958,1939,1958,18 Mar 1993,1993-03-18,['33(1)(e)(ii)']
JUHN Leopold Leo - application for naturalisation,889231,D1915,SA11292,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:42.884876+11:00,1942 - 1945,1942,1945,22 Mar 1993,1993-03-22,['33(1)(e)(ii)']
GERSON Fritz Herbert Joachim - application for naturalisation,889240,D1915,SA11376,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:43.897707+11:00,1942 - 1947,1942,1947,22 Mar 1993,1993-03-22,['33(1)(e)(ii)']
GRASSI Alfredo - application for naturalization,889243,D1915,SA10998,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:10:45.096905+11:00,1943 - 1946,1943,1946,18 Mar 1993,1993-03-18,['33(1)(g)']
LO CICERO Salvatore - application for naturalisation,889259,D1915,SA11507,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:10:46.106769+11:00,1943 - 1946,1943,1946,22 Mar 1993,1993-03-22,['33(1)(g)']
MARAFIOTI Luigi - application for naturalisation,889378,D1915,SA11653,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:47.445735+11:00,1941 - 1952,1941,1952,25 Mar 1993,1993-03-25,['33(1)(e)(ii)']
"Richardson, Royden Francis",889505,B73,M1124 PART 2,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T14:10:49.098861+11:00,1958 - 1966,1958,1966,20 May 1996,1996-05-20,['33(1)(g)']
"Richardson, Royden Francis",889520,B73,H1124,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T14:10:50.289886+11:00,1956 - 1964,1956,1964,20 May 1996,1996-05-20,['33(1)(g)']
SCUTELLA Giovanni - application for naturalisation,889693,D1915,SA12267,False,0,Closed,['33(1)(d)'],Canberra,2022-01-01T14:10:51.496807+11:00,1943 - 1951,1943,1951,06 Apr 1993,1993-04-06,['33(1)(d)']
MACH Maxmilian - application for naturalization,889704,D1915,SA11999,False,0,Closed,['33(1)(e)(ii)'],Canberra,2022-01-01T14:10:52.515315+11:00,1940 - 1945,1940,1945,25 Mar 1993,1993-03-25,['33(1)(e)(ii)']
Edward Kenneth INALL,889880,A6119,697,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(e)(i)', '33(1)(g)']",Canberra,2022-01-01T14:10:53.496883+11:00,1951 - 1961,1951,1961,09 Jul 2020,2020-07-09,"['33(1)(a)', '33(1)(d)', '33(1)(e)(i)', '33(1)(g)']"
Submarines landing between Darwin and Arnhem Land (Film 17 metre 76),890224,A6122,1268,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(e)(i)', '33(1)(g)']",Canberra,2022-01-01T14:10:54.572535+11:00,1949 - 1961,1949,1961,23 Oct 1992,1992-10-23,"['33(1)(a)', '33(1)(d)', '33(1)(e)(i)', '33(1)(g)']"
"Returned soldiers war gratuities register, 1914-1918 War.",892586,MT2046/1,VOLUME 13,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T14:10:55.662549+11:00,1922 - 1936,1922,1936,04 Aug 2003,2003-08-04,['33(1)(g)']
John Kurt KAISER,892993,A6126,197,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(e)(i)', '33(1)(g)']",Canberra,2022-01-01T14:10:56.709553+11:00,1939 - 1955,1939,1955,07 Aug 2006,2006-08-07,"['33(1)(a)', '33(1)(d)', '33(1)(e)(i)', '33(1)(g)']"
Box of personal index cards titled between Aarons and Archer,893164,A2090,1,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:10:57.710753+11:00,1916 - 1950,1916,1950,23 Oct 1992,1992-10-23,['33(1)(g)']
John Alcorn DILLON,893890,A6126,184,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(e)(i)', '33(1)(g)']",Canberra,2022-01-01T14:10:58.808856+11:00,1949 - 1961,1949,1961,27 Mar 1996,1996-03-27,"['33(1)(a)', '33(1)(d)', '33(1)(e)(i)', '33(1)(g)']"
"Associations, Conferences, Australian Peace Council Assembly for Peace volume 6",894804,A6122,1280,False,0,Closed,"['33(1)(a)', '33(1)(d)', '33(1)(e)(i)', '33(1)(g)']",Canberra,2022-01-01T14:10:59.860323+11:00,1956 - 1957,1956,1957,05 Sep 2018,2018-09-05,"['33(1)(a)', '33(1)(d)', '33(1)(e)(i)', '33(1)(g)']"
"MCINTYRE, Douglas John - Service Number - 6",895789,B73,M63902 PART 1,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T14:11:00.856476+11:00,1914 - 1950,1914,1950,20 May 1996,1996-05-20,['33(1)(g)']
"MCINTYRE, Douglas John - Service Number - 6",895810,B73,M63902 PART 2,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T14:11:02.017710+11:00,1947 - 1960,1947,1960,20 May 1996,1996-05-20,['33(1)(g)']
"MCINTYRE, Douglas John - Service Number - 6",895811,B73,H63902,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T14:11:06.259051+11:00,1921 - 1959,1921,1959,20 May 1996,1996-05-20,['33(1)(g)']
"Modus Operandi Dept of Supply GEBLER Marlene Mary, Larceny of 516 Pounds from Paymasters Office, WRE [Weapons Research Establishment] Salisbury",896817,D1915,SA33970/21,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:07.366886+11:00,1958 - 1960,1958,1960,02 Mar 2018,2018-03-02,['33(1)(g)']
Valjean JENSEN [Repatriation hospital file] [Box 4389],899085,C139,HX98988,False,0,Closed,['33(1)(g)'],Sydney,2022-01-01T14:11:08.406904+11:00,1946 - 1964,1946,1964,22 May 1996,1996-05-22,['33(1)(g)']
JIB - [portion of title exempt],899429,A5799,276/1952,False,0,Closed,"['33(1)(a)', '33(1)(b)']",Canberra,2022-01-01T14:11:09.550131+11:00,1952 - 1952,1952,1952,06 Nov 1992,1992-11-06,"['33(1)(a)', '33(1)(b)']"
Joint Intelligence Bureau - [portion of title exempt],899430,A5799,69/1953,False,0,Closed,"['33(1)(a)', '33(1)(b)', 'Withheld pending adv']",Canberra,2022-01-01T14:11:10.639822+11:00,1953 - 1953,1953,1953,06 Nov 1992,1992-11-06,"['33(1)(a)', '33(1)(b)', 'Withheld pending adv']"
Herman Adler,900872,K26,MX57193,False,0,Closed,['33(1)(g)'],Perth,2022-01-01T14:11:11.935251+11:00,1945 - 1960,1945,1960,20 May 1996,1996-05-20,['33(1)(g)']
Herman Adler,900873,K26,CX57193,False,0,Closed,['33(1)(g)'],Perth,2022-01-01T14:11:12.967464+11:00,1944 - 1960,1944,1960,20 May 1996,1996-05-20,['33(1)(g)']
Kosta DJURDJEVIC,905284,A1533,1955/4113,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:13.942980+11:00,1955 - 1966,1955,1966,25 Mar 1993,1993-03-25,['33(1)(g)']
Ernest Harold BROWN and others,905295,A1533,1955/4119,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:14.983597+11:00,1951 - 1955,1951,1955,30 Mar 1993,1993-03-30,['33(1)(g)']
Barry Ross BROWN and others,905299,A1533,1955/4135,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:16.042666+11:00,1955 - 1957,1955,1957,30 Mar 1993,1993-03-30,['33(1)(g)']
Lawrence Henry BRISBANE and others,905312,A1533,1955/4139,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:17.049280+11:00,1955 - 1956,1955,1956,30 Mar 1993,1993-03-30,['33(1)(g)']
James Phillips ALLAN and others,905320,A1533,1955/4142,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:18.140619+11:00,1955 - 1955,1955,1955,15 Apr 1993,1993-04-15,['33(1)(g)']
Frederick Laurence CUNNINGHAM and others,905367,A1533,1955/4188,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:19.483356+11:00,1955 - 1960,1955,1960,16 Apr 1993,1993-04-16,['33(1)(g)']
William Thomas COOPER and others,905404,A1533,1955/4207,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:20.579714+11:00,1955 - 1962,1955,1962,19 Apr 1993,1993-04-19,['33(1)(g)']
William Thomas COX and others,905406,A1533,1955/4215,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:21.558580+11:00,1952 - 1956,1952,1956,20 Apr 1993,1993-04-20,['33(1)(g)']
Shirley Kathleen SHERWOOD,905429,A1533,1955/4219,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:22.731468+11:00,1955 - 1963,1955,1963,20 Apr 1993,1993-04-20,['33(1)(g)']
Jack Norman BROWN and others,905485,A1533,1955/4328,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:25.484350+11:00,1955 - 1956,1955,1956,23 Apr 1993,1993-04-23,['33(1)(g)']
[portion of title exempted] - suspected irregularities under the Pharmaceutical Benefits Act,905503,A1533,1955/4313,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:26.708985+11:00,1955 - 1956,1955,1956,23 Apr 1993,1993-04-23,['33(1)(g)']
Ronald Maitland BRAMBLE and others,905531,A1533,1955/4270,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:27.676346+11:00,1955 - 1971,1955,1971,23 Apr 1993,1993-04-23,['33(1)(g)']
Robert Andrew BLOOMFIELD and others,905536,A1533,1955/4267,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:28.771401+11:00,1951 - 1959,1951,1959,23 Apr 1993,1993-04-23,['33(1)(g)']
Robert MITCHELL and others,905547,A1533,1955/4329,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:33.017168+11:00,1949 - 1955,1949,1955,22 Apr 1993,1993-04-22,['33(1)(g)']
Francis John BEDFORD,905554,A1533,1955/4340,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:34.026960+11:00,1955 - 1955,1955,1955,22 Apr 1993,1993-04-22,['33(1)(g)']
Lawrence James CHUBB,905555,A1533,1955/4342,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:35.024392+11:00,1955 - 1955,1955,1955,22 Apr 1993,1993-04-22,['33(1)(g)']
Brian Charles DONNELLY,905556,A1533,1955/4343,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:35.991670+11:00,1955 - 1955,1955,1955,22 Apr 1993,1993-04-22,['33(1)(g)']
Robert MALOWSKE,905557,A1533,1955/4344,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:37.022787+11:00,1955 - 1955,1955,1955,22 Apr 1993,1993-04-22,['33(1)(g)']
Donald MIDDLETON,905563,A1533,1955/4345,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:38.040672+11:00,1955 - 1956,1955,1956,22 Apr 1993,1993-04-22,['33(1)(g)']
Gordon Joseph James BURROWS and others,905577,A1533,1955/4349,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:39.042302+11:00,1955 - 1958,1955,1958,27 Apr 1993,1993-04-27,['33(1)(g)']
Ellen Francis GAY,905582,A1533,1955/4358,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:40.197144+11:00,1955 - 1955,1955,1955,27 Apr 1993,1993-04-27,['33(1)(g)']
Martin William HARDIDGE,905585,A1533,1955/4359,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:41.185761+11:00,1955 - 1955,1955,1955,27 Apr 1993,1993-04-27,['33(1)(g)']
Colin Stewart JONES,905589,A1533,1955/4360,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:42.179930+11:00,1955 - 1955,1955,1955,27 Apr 1993,1993-04-27,['33(1)(g)']
Harry Thomas O'HALLORAN,905592,A1533,1955/4362,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:43.204722+11:00,1955 - 1955,1955,1955,27 Apr 1993,1993-04-27,['33(1)(g)']
Leslie Alexander BARRETT and others,905595,A1533,1955/4367,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:44.195495+11:00,1955 - 1974,1955,1974,27 Apr 1993,1993-04-27,['33(1)(g)']
Peter James Rata MORRIS,905678,A1533,1955/4383,False,0,Closed,"['33(1)(b)', '33(1)(g)']",Canberra,2022-01-01T14:11:45.387323+11:00,1953 - 1957,1953,1957,20 Jul 1993,1993-07-20,"['33(1)(b)', '33(1)(g)']"
Thomas Keith CLARKE and others,905851,A1533,1955/4444,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:46.553565+11:00,1955 - 1962,1955,1962,19 Jul 1993,1993-07-19,['33(1)(g)']
Janos HLADONIC,905962,A1533,1955/4551,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:47.781130+11:00,1955 - 1967,1955,1967,15 Jul 1993,1993-07-15,['33(1)(g)']
James Robert GILBERT and others,905967,A1533,1955/4552,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:48.745798+11:00,1955 - 1955,1955,1955,15 Jul 1993,1993-07-15,['33(1)(g)']
John CLARKE,905970,A1533,1955/4553,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:49.759654+11:00,1955 - 1955,1955,1955,15 Jul 1993,1993-07-15,['33(1)(g)']
Robert QUEAMA,906032,A1533,1955/4588,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:50.834624+11:00,1955 - 1955,1955,1955,19 Jul 1993,1993-07-19,['33(1)(g)']
Thomas Albert LARKIN and others,906058,A1533,1955/4617,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:51.817578+11:00,1950 - 1958,1950,1958,16 Jul 1993,1993-07-16,['33(1)(g)']
John Patrick DOWNING,906111,A1533,1955/4657,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:52.899261+11:00,1955 - 1955,1955,1955,22 Jul 1993,1993-07-22,['33(1)(g)']
Anton MUIZNIEKS and others,906113,A1533,1955/4666,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:57.004111+11:00,1948 - 1955,1948,1955,23 Jul 1993,1993-07-23,['33(1)(g)']
Frederick Charles SEDDON,906118,A1533,1955/4670,False,0,Closed,"['33(1)(b)', '33(1)(d)', '33(1)(e)(ii)']",Canberra,2022-01-01T14:11:58.020414+11:00,1955 - 1956,1955,1956,23 Jul 1993,1993-07-23,"['33(1)(b)', '33(1)(d)', '33(1)(e)(ii)']"
Repatriation Department Queensland; GH CARTHEW,906134,A1533,1955/4685,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:11:59.043998+11:00,1955 - 1955,1955,1955,16 Jul 1993,1993-07-16,['33(1)(g)']
Michael BUCKLEY and others,906146,A1533,1955/4700,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:12:00.405797+11:00,1955 - 1956,1955,1956,16 Jul 1993,1993-07-16,['33(1)(g)']
George William HARPER and others,906154,A1533,1955/4702,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:12:01.346252+11:00,1951 - 1968,1951,1968,16 Jul 1993,1993-07-16,['33(1)(g)']
Czechoslovakian Consulate - whereabouts enquiries and policy on same.,906163,A1533,1955/4765,False,0,Closed,"['33(1)(a)', '33(1)(g)']",Canberra,2022-01-01T14:12:02.351892+11:00,1951 - 1952,1951,1952,16 Jul 1993,1993-07-16,"['33(1)(a)', '33(1)(g)']"
Jack Noel ALDERSON and others,906184,A1533,1955/4785,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:12:03.398213+11:00,1955 - 1970,1955,1970,22 Jul 1993,1993-07-22,['33(1)(g)']
Francis Jack PYKE,906187,A1533,1955/4798,False,0,Closed,['33(1)(g)'],Canberra,2022-01-01T14:12:04.358497+11:00,1955 - 1955,1955,1955,23 Jul 1993,1993-07-23,['33(1)(g)']
[Portion of Title Expunged] Matthew Sullivan with Ward May (Clara),906452,F1,1962/467,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:05.364627+11:00,1962 - 1964,1962,1964,28 Feb 2020,2020-02-28,['33(1)(g)']
Pearling Operations Area 23 Aboriginal Ordinance,908491,F1,1962/2400,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:06.416575+11:00,1959 - 1960,1959,1960,29 Feb 1996,1996-02-29,['33(1)(g)']
State Childrens Council Dorothea May Philip (Baxter),909426,F1,1962/2985,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:07.464909+11:00,1957 - 1974,1957,1974,27 Jun 2014,2014-06-27,['33(1)(g)']
State Childrens Council Ogden Family,909430,F1,1962/2988,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:08.467675+11:00,1958 - 1963,1958,1963,20 Jul 1998,1998-07-20,['33(1)(g)']
State Childrens Council Ruby Willis,909431,F1,1962/2989,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:09.506254+11:00,1958 - 1964,1958,1964,27 Jun 2014,2014-06-27,['33(1)(g)']
State Childrens Council Children of P.J. Mulholland,909432,F1,1962/2990,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:10.504527+11:00,1958 - 1967,1958,1967,27 Jun 2014,2014-06-27,['33(1)(g)']
State Childrens Council Children of Dulcie Bedgood,909433,F1,1962/2991,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:11.558159+11:00,1958 - 1967,1958,1967,27 Jun 2014,2014-06-27,['33(1)(g)']
State Childrens Council Delinquency at Winnellie,909434,F1,1962/2992,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:12.708022+11:00,1958 - 1958,1958,1958,09 Oct 1998,1998-10-09,['33(1)(g)']
State Childrens Council Peris Children,909435,F1,1962/2993,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:13.742428+11:00,1958 - 1965,1958,1965,27 Jun 2014,2014-06-27,['33(1)(g)']
State Childrens Council Elsie Hayes - Children,909447,F1,1962/3010,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:14.768883+11:00,1956 - 1968,1956,1968,25 May 2000,2000-05-25,['33(1)(g)']
State Childrens Council Cassidy Family,909448,F1,1962/3011,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:15.722103+11:00,1956 - 1967,1956,1967,27 Jun 2014,2014-06-27,['33(1)(g)']
"State Childrens Council - Teddy, Helene, Christopher Horrel",909451,F1,1962/3016,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:16.860433+11:00,1956 - 1963,1956,1963,03 Dec 2020,2020-12-03,['33(1)(g)']
State Childrens Council Nayda Children (Tilmouth),909672,F1,1962/3096,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:21.022598+11:00,1956 - 1964,1956,1964,27 Jun 2014,2014-06-27,['33(1)(g)']
State Children's Council - Spicer Family,910080,F1,1962/3249,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:22.002465+11:00,1953 - 1960,1953,1960,27 Jun 2014,2014-06-27,['33(1)(g)']
State Children's Council - Crosbie Family,910084,F1,1962/3250,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:23.049911+11:00,1954 - 1963,1954,1963,27 Jun 2014,2014-06-27,['33(1)(g)']
Welfare Branch part Aboriginal Ada Baxter and family,910088,F1,1962/3251,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:24.038870+11:00,1953 - 1961,1953,1961,22 Feb 2008,2008-02-22,['33(1)(g)']
"Welfare Branch State Children's Council Tate - Margaret Joan, Stephen & Raymond",910092,F1,1962/3252,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:25.065209+11:00,1955 - 1968,1955,1968,27 Jun 2014,2014-06-27,['33(1)(g)']
State Children's Council - Devery children,910093,F1,1962/3253,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:26.431316+11:00,1956 - 1967,1956,1967,27 Jun 2014,2014-06-27,['33(1)(g)']
State Children's Council Patricia Thomas - Deceased Patrick Thomas - Merle June Thomas,910097,F1,1962/3254,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:27.445572+11:00,1953 - 1963,1953,1963,27 Jun 2014,2014-06-27,['33(1)(g)']
State Children's Council - Carroll Family,910099,F1,1962/3255,False,0,Closed,['33(1)(g)'],Darwin,2022-01-01T14:12:28.436732+11:00,1953 - 1963,1953,1963,01 Oct 2004,2004-10-01,['33(1)(g)']
[Headquarters Australian Force Vietnam (HQ AFV) - Unregistered items:] [Intelligence (Int)] VC/NVA/Allied [Viet Cong/North Vietnamese Army] Use of Riot Control Agents,910969,AWM98,167,False,0,Closed,['33(1)(e)(iii)'],Australian War Memorial,2022-01-01T14:12:29.417677+11:00,1969 - 1969,1969,1969,01 Jul 2002,2002-07-01,['33(1)(e)(iii)']
"Prater, Thomas Henry - hospital file [see also M16176]",911711,B73,H16176,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T14:12:30.824337+11:00,1952 - 1952,1952,1952,20 May 1996,1996-05-20,['33(1)(g)']
"Prater, Thomas Henry - medical file [see also H16176]",911715,B73,M16176,False,0,Closed,['33(1)(g)'],Melbourne,2022-01-01T14:12:32.980066+11:00,1916 - 1953,1916,1953,20 May 1996,1996-05-20,['33(1)(g)']
Harry Noel Bishop,913095,PP913/1,MX64561,False,0,Closed,['33(1)(g)'],Perth,2022-01-01T14:12:34.041296+11:00,1939 - 1943,1939,1943,20 May 1996,1996-05-20,['33(1)(g)']
"MUNDAY, William George - Service Number - 1083",913102,PP864/1,M16652,False,0,Closed,['33(1)(g)'],Perth,2022-01-01T14:12:36.353764+11:00,1918 - 1959,1918,1959,20 May 1996,1996-05-20,['33(1)(g)']
