identifier,series,control_symbol,title,series_title,contents_date_str,contents_start_date,contents_end_date,access_status,access_decision_date,reasons
3039735,C4076,HN16026 PART B,Collector Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3039736,C4076,HN16026 PART C,Collector Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3039737,C4076,HN16026 PART D,Collector Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3039738,C4076,HN16026 PART E,Collector Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3039739,C4076,HN16026 PART F,Collector Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3039740,C4076,HN16026 PART G,Collector Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3039786,C4076,HN16038,Gunningbland Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1980 - 1980,1980-01-01,1980-01-01,Closed,2008-06-23 00:00:00,Closed period
3039792,C4076,HN16040 PART A/1,"Inverell post office [photographic image]: [portrait view]. 1 photographic negative (1 of 3 images), colour; 35mm, on film strip","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1980 - 1980,1980-01-01,1980-01-01,Closed,2008-06-23 00:00:00,Closed period
3039793,C4076,HN16040 PART B,"Inverell post office [photographic image]: [front view]. 1 photographic negative (3 of 3 images), colour; 35mm","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1980 - 1980,1980-01-01,1980-01-01,Closed,2008-06-23 00:00:00,Closed period
3039857,A1209,1958/5793,Sino - Indian relations,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2014-11-20 00:00:00,Withheld pending adv
3039903,A1209,1958/5826,Communist China armed forces,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2014-11-13 00:00:00,Withheld pending adv
3039934,A1209,1958/5838,Report on Joint Intelligence Bureau - May 1958 [31pp],"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,1997-12-23 00:00:00,33(1)(a)
3039998,A1209,1958/5994 PART 1,[Modified title: Exchange of intelligence material] - Weekly intelligence summaries,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2002-08-05 00:00:00,33(1)(a)|33(1)(b)
3040000,A1209,1958/5994 PART 2,[Modified title: Exchange of intelligence material] - Weekly intelligence summaries [3cm],"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,1999-06-17 00:00:00,33(1)(a)|33(1)(b)
3040003,A1209,1958/5994 PART 3,[Modified title: Exchange of intelligence material] - Weekly intelligence summaries,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2002-08-05 00:00:00,33(1)(a)|33(1)(b)
3040004,A1209,1958/5994 PART 4,[Modified title: Exchange of intelligence material] - Weekly intelligence summaries,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2002-08-05 00:00:00,33(1)(a)|33(1)(b)
3040005,A1209,1958/5994 PART 5,[Modified title: Exchange of intelligence material] - Weekly intelligence summaries,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2002-08-05 00:00:00,33(1)(a)|33(1)(b)
3040020,A1209,1958/6016,The Sino-Soviet economic offensive in South East Asia and the Far East,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2014-09-01 00:00:00,Withheld pending adv
3040023,A1209,1958/6017,"List of reports published by JIB [Joint Intelligence Bureau], Melbourne [3 cm]","Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1953 - 1962,1953-01-01,1962-01-01,Closed,1998-08-12 00:00:00,33(1)(a)
3040029,A1209,1958/6027,"Selection of United States ""Sidewinder"" air to air missile for use by RAAF","Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2014-01-09 00:00:00,Withheld pending adv
3040106,C4076,HN16103 PART A,West Kempsey Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1978 - 1978,1978-01-01,1978-01-01,Closed,2008-06-23 00:00:00,Closed period
3040107,C4076,HN16103 PART B,West Kempsey Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1978 - 1978,1978-01-01,1978-01-01,Closed,2008-06-23 00:00:00,Closed period
3040112,C4076,HN16105A,"Wingham post office, 1983 [photographic image]: [interior view]. 1 photographic negative (1 of 4 images), colour; 35mm, on film strip","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1983 - 1983,1983-01-01,1983-01-01,Closed,2008-06-23 00:00:00,Closed period
3040149,A1209,1958/6130,The economic and political consequences of India's financial problems,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2002-07-05 00:00:00,33(1)(a)|33(1)(b)
3040159,A1209,1958/6149,French communist party - General,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2012-08-30 00:00:00,Withheld pending adv
3040203,A1209,1958/6204,Communist China - Agricultural and industrial drive,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1958 - 1958,1958-01-01,1958-01-01,Closed,2013-12-11 00:00:00,Withheld pending adv
3040601,C4076,HN16187 PART A,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040602,C4076,HN16187 PART B,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040603,C4076,HN16187 PART C,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040604,C4076,HN16187 PART D,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040605,C4076,HN16187 PART E,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040606,C4076,HN16187 PART F,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040607,C4076,HN16187 PART G,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040608,C4076,HN16187 PART H,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040610,C4076,HN16187 PART J,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040611,C4076,HN16187 PART K,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040612,C4076,HN16187 PART L,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040613,C4076,HN16187 PART M,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040614,C4076,HN16187 PART N,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040616,C4076,HN16187 PART P,"Stevens, Milton - Order of Australia medal","Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1979 - 1979,1979-01-01,1979-01-01,Closed,2008-06-23 00:00:00,Closed period
3040937,C4076,HN17068,Coolac Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1987 - 1987,1987-01-01,1987-01-01,Closed,2008-06-23 00:00:00,Closed period
3040938,C4076,HN17069,Coolac Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1987 - 1987,1987-01-01,1987-01-01,Closed,2008-06-23 00:00:00,Closed period
3040981,C4076,HN17096,Berry Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1980 - 1980,1980-01-01,1980-01-01,Closed,2008-06-23 00:00:00,Closed period
3040982,C4076,HN17097,Berry Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1980 - 1980,1980-01-01,1980-01-01,Closed,2008-06-23 00:00:00,Closed period
3041032,C4076,HN17132,Cooranbong Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1984 - 1984,1984-01-01,1984-01-01,Closed,2008-06-23 00:00:00,Closed period
3041084,C4076,HN17165,Adelong Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3041085,C4076,HN17166,Adelong Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3041086,C4076,HN17167,Adelong Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3041091,C4076,HN17170,Aberdare Post Office,"Photographic negatives, single number series with HN (Historical, New South Wales) prefix",1986 - 1986,1986-01-01,1986-01-01,Closed,2008-06-23 00:00:00,Closed period
3042310,A1209,1959/137,United States basic reference on Communist China [part of title exempt],"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1959 - 1959,1959-01-01,1959-01-01,Closed,2014-11-11 00:00:00,33(1)(a)
3042322,A1209,1959/143,"Brian Rebbechi's talks on ""Industrial development in the Far East""","Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1959 - 1959,1959-01-01,1959-01-01,Closed,2014-09-01 00:00:00,Withheld pending adv
3042327,A1209,1959/154,Anti-communist resistance potential in the Sino-Soviet Bloc,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1959 - 1959,1959-01-01,1959-01-01,Closed,2014-11-11 00:00:00,33(1)(a)
3042353,A1209,1959/257,Malaya - Economic and political reports 1959,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1959 - 1959,1959-01-01,1959-01-01,Closed,2010-05-05 00:00:00,Withheld pending adv
3042364,A1209,1959/271,Korea - Economic and political reports - 1959,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1959 - 1959,1959-01-01,1959-01-01,Closed,2014-10-21 00:00:00,Withheld pending adv
3042372,A1209,1959/288,Vietnam - Political developments 1959,"Correspondence files, annual single number series [classified] with occasional C [classified] suffix [Main correspondence files series of the agency]",1959 - 1959,1959-01-01,1959-01-01,Closed,2011-11-24 00:00:00,Withheld pending adv
